Ulasan,Label
clash royale give me a good teammate omg i never get a good teammate in 2v2 like my 2v2 random is using 6.7 deck💔,Negatif
bagus game play nya bagus👍,Positif
"pemula, sejauh ini,good game",Positif
game p2w musuh level 14 semua sedangkan kartu gw cuma 2 yang 14 gk ngotak,Negatif
"game gak jelas ngelag dikit langsung kalah, kalo ada bintang 0 udah gw kasih bintang 0 babi",Negatif
bagus,Positif
lawan nya babi,Negatif
bagus 👍,Positif
oi pihak classroyale benerin dulu tuh game ampas isi nya orang p2w minimal ngadain event buat yang g p2w kalau gini gimana mau main kalau isi nya musuh musuh p2w,Others
"gameplay bagus, cuman terlalu p2w",Positif
"masa sekarang gamenya menurun susah banget dapet boxnya ga kek dulu,jadi gampang bosen heronya itu itu aja",Negatif
GG game,Positif
good game bro but i like this game,Positif
"Clash royale sungguh menyenangkan dan tidak bikin bosen,saya tau kenapa game ini bikin seru karena di buat oleh garena🧢🧢",Positif
"BENERIN PERMASALAHAN INTERNET DONG. KALO INTERNET NGELAG DIKIT, LANGSUNG GA BISA NGAPA-NGAPAIN",Negatif
"kebanyakan algoritma, kebanyakan bot, game jadul",Negatif
"Klw bisa klw lagi betel kasih lawan itu se level admin,gimana katanya game super cel baru main brp x sinyal hilang terus ,terus musuhnya g seimbanglah,perbaikin dululah gamenya klw mw rame peminatnya",Others
"kalau ngasih lawan trop nya samain level blok, ini trop gw lvl 11 lawan lvl 13-14 apa ga kalah, tolong juga damage boss bandit di kurangin napa",Negatif
"server gajelas. jaringan bagus, tpi terputus terus",Negatif
burik,Negatif
Bagus..,Positif
"ga bisa masuk ke game, ngesstuck di loading screen",Negatif
ngasi lawan ngotak dikit tiap mau up arena pasti di kasi kalah mulu bikin gila.tiap mau up arena dikasi la tuh lawan pay to win gila tidak ramah player free play bikin gila bikin gila bikin gila bikin gilaaaaaak,Negatif
game Vangsaaattt....,Negatif
"g bisa di buka, ngestuk di perbarui Ama 75%",Negatif
"Game gblok,kalo mau naik arena dikasih lawannya gak ngotak.pasukan jauh udah beda levelnya.game tlol,ngasih lawan gapernah seimbang.gane busuk makanya sepi",Negatif
"mohon game nya dong di perbaiki, padahal pakek wifi aplikasi lain nya lancar tapi buat main game ini sinyal nya ngelag terus pindah ke paketan juga sama ngelag mohon di perbaiki main malas jadiannnnnnnn.",Negatif
"Angkatan 2025 , like me --->",Others
pay to play,Negatif
🤬🤬🤬🤬🤬🤬🤬,Others
menurut saya GM ini bagus tapi banyak cit nya Elik sirnya tanpa batas itu cit atau bug tolong dibenarkan super sel,Others
saya ingin main lagi kenapa akunya hilang,Others
"musuh nya gak adil, saya mau naik ke arena 18 juga musuh nya udah pada bagus deck nya, dan pas mau sekali lagi menang ke arena 18 langsung jago musuh nya, semoga bisa seimbang hehehehe",Negatif
ok,Positif
pay to win apalahhh,Negatif
game saat di login stuck logo terus di angka 75%/PEMBARUAN . Tolong dong masalah ini di hilang kan. percuma dong di download tapi ga bisa di main kan. merugikan penggunaan aja mana 800MB++ paket yg di pake buat download. tolong ya admin clash royale segera di perbaiki,Negatif
HAPUS MEGA KNIGHT,Negatif
Absolute Pay to Win,Negatif
dumbass,Negatif
Game babi pay to win bangsat,Negatif
monoton,Negatif
mantap,Positif
pay to win semua ngentod,Negatif
Ajg parah ni game,Negatif
oke aja,Positif
game ampas,Negatif
game anj musuh full p2w ajg Supercell yatim,Negatif
"makin kesini card yg muncul makin tolol sistem nya pun tolol LV 11 ketemu LV 12 dengan card rata"" LV 12-13 kan bodoh udh gitu full conter pula deck lawanya udh kek main lawan komputer lvl profesional",Negatif
gamenya banyak p2w tidak disarankan untuk player yang f2p bermain game ini najis,Negatif
Hampir mirip coc tapi lebih seru coy......... (gk download nyesel),Positif
GAME GAJELAS P2W GA ADIL,Negatif
waktu yg level besar gk masuk akal masak mungsu bisa keluar dngn cepat kita gk keluar2 lebih lambat apa kita harus beli dgn uang dulu baru bisa cepat waktunya gk masuk akal,Negatif
biasa game dari supercell selalu pay to win gw baru maen dan baru level 6 bisa bisanya ketemu level 8 atau 9 jadi gimana caranya menang sementara kartu musuh udh ada yang legendaris dan ada yg sudah evo. kalau bikin game yang fair lah,Negatif
"Setelah lama tidak main dan bermain kembali semakin jelas Pay to win nya dibanding clash Royale yg dulu. Setidaknya berikan player yg kembali bermain lagi 1 atau 2 evo card sebagai hadiah comeback agar lebih seimbang. Atau jika tidak bisa, berikan lawan yg juga tidak menggunakan evo card agar lebih seimbang. Jelas kalah yg tidak ada evo card melawan musuh yg memiliki 2 evo card.",Negatif
oky,Positif
mantap,Positif
woy gw sering g bisa login benerin dong clash royalenya terhdp kenyamanan pengguna jangan asl bikin,Negatif
Game aneh masa benteng lvl 10 musuhnya pasukan LVL 14 GIMANA GA ADIL 3 HIT HANCUR,Negatif
ist good game,Positif
bagus sekali game tema seperti ini sangatlah bagus,Positif
sangat menyenangkan,Positif
parah ni game selalu disconnect padahal jaringan sama wifi lancar2 aja,Negatif
"Sinyal nya drop banget, Padahal main game berat kaya Arena Breakout atau Mobile Legend lancar, terus di game Clash Of Clans juga lancar. ini saya gak tau memang dari game nya atau memang sinyal saya, tapi saya coba digame lain lancar gak ada masalah. Di Calsh Royale Masalahnya biasanya setelah selesai match bener-bener harus nunggu lumayan lama terkadang harus relogin, terkadang juga saat mulai match saya telat masuk arena dan musuh dapat menyerang lebih awal. Tolong Ditanggapi !!!",Negatif
"tidak imbang,cheating dan lambat elixernya",Negatif
kalo ada yang komen tu respon ‚ kalo kasi musuh tuh jangan yang sama trofi nya cari yang sama lama main nya ini mah gua di kasi yang udah main selama 8 taun mah 5 taun mah kan beda secara main sama dek nya lu bisa mikir engga,Negatif
Its a toxic relationship,Negatif
ga bisa login pake wifi,Negatif
game sampah,Negatif
"Gak jelas udah downloadnya malah di screen dikasih tau lagi update tpi GK tau apa yg di update, lebih dikasih tau brp lama updatenya",Negatif
"i cant Login , since new Update , please Fix this Bug",Negatif
nice,Positif
oke,Positif
"pemain clash royale cengeng2 klo gak kabur ya afk, coba ada opsi kirim pesan ke pemain random, biar bisa kirim kata2 mutiara ""pakai rok aja"" 🤣🗿",Negatif
jangan main game ini ga adil sumpah buang buang waktu satu kali di naikin kedua pasti di turunin gitu aja terus berjam jam ahahaha,Negatif
game sangat keren,Positif
"Kasih lawan yang ngotak ini jauh beda level nya,gamasuk akal aku yang level 12 lawan yang level 15 berevo lagi,kasih lawan yang ngotak lah boy",Negatif
"Game sampah, akun lama hilang gara gara dulu ga disambungkan ke supercell id, sedangkan sekarang diharuskan log in dengan supercell id dan gabisa langsung lewat google?GUNANYA APA BUAT KEAMANAN?? KEAMANAN AGAR SI PEMILIK AKUN SAJA TIDAK BISA LOG IN KE AKUNNYA SENDIRI? BERBENAH SUPERCELL GOBL*K",Negatif
nostalgia,Others
"Aneh.. Tiap kali main clash Royale pasti nge-lag, padahal jaringan bagus.. TOLONG DI PERBAIKI.!!!",Negatif
p2w sangat la,Negatif
login nya lama kali sampe ber jam-jam,Negatif
asik,Positif
fix matchmaking,Negatif
makin buruk,Negatif
"Sering disconnect,setiap log in pasti harus download ulang event,itu sangat menganggu.Selebih nya oke banget.",Negatif
bagus sekali,Positif
GAME TOLOL ANJNG GAJELAS SUKA KELUAR KELUAR SENDIRI BABI,Negatif
"game rusakk, lawannya gk seimbang, pilih kasih satt🤌",Negatif
"game badjingan kasih lawan kagak seimbang Mulu , kalah terus gw dh ah hapus lagi ni game",Negatif
keren gemnya,Positif
good,Positif
Pay Royale,Negatif
"game paling p2w, lebih f2p brawl stars daripada ni game, asli njirr f2p mati matian main ni game",Negatif
game isi nya player p2w LV nya tinggi semua gak adil Ama yang f2p,Negatif
game kontol,Negatif
ini mengajarkan kita untuk bertahan dari bullyan orang lain,Positif
game kontoollll,Negatif
ok,Positif
ok,Positif
"sinyal sering tiba tiba hilang padahal sinyal full dan lancar buat aplikasi lainnya, jadi bikin ribet pas main.",Negatif
perbaiki bug dan sinyal ditengah pertandingan tiba-tiba log out sendiri ...yang aneh nya musuh nya masih bisa main dan nyerang tapi giliran kita main log out sendiri ...wah ini sih parah abis ...sebelum saya uninstall jika ada hack atau cracker coba periksa kembali ... mengecewakan sekali...😤😡😤,Others
Pay To Win/10,Negatif
game goblog memeg p2w tolol,Negatif
bgus,Positif
"apa sih ni game gak jelas,masa pas lagi war tiba2 ngestak sinyal nya leg padahal gua cek wa aja bagus2 aja,tolong perbaiki",Negatif
so good,Positif
LAGGG,Negatif
good,Positif
gak bisa d maini d poco f7,Others
musuh full top up di kasih lawan yg f2p lawak supercell kikir,Negatif
sangat seru sangat baguss,Positif
kebanyakan mantance permainan jadi tidak stabil...hampir 1GB ini games.... sialan tambah berat saja ini games... MEMPERBARUI....SAMAPAI 4HARI...KAN TOLOL JADI NYA,Negatif
"kok gw main clash royale ngelag tapi main ml kagak? ni kenapa woi, gw udah arena 24 ini, mau ke arena 25 max, terus gw main arena challenge counternya gak ada obat anjjg, saran aja kalo main challenge harus sering ganti dek",Negatif
"wow buat ni game, krna di game ini pemain bisa dpt ciri khas gabungan war and the strategy yg bkin kita ngadu strategi dan gregetan, good game sih.",Negatif
"Lawan gak seimbang, khususnya lawan war, selisih lv benteng & kartu bisa sampai 4 tingkat. Loading saat login sering macet di 75% padahal untuk keperluan lain internet masih sangat lancar.",Negatif
"jadi lebih sering lag, padahal jaringan bagus, tolong perbaiki",Negatif
kok sering keluar sendiri dan gak bisa login ulang,Negatif
"Akhir2 ini game nya lemot, ada apa ya? ganggu bgt",Negatif
apasih ini gak jelas 1 jam stuck gak bsa masuk tau kucing,Negatif
"makin gk jelas, game pay to win",Negatif
jaringan udah bagus tapi tetap susah masuk knp tambah jelek nih game tolol,Negatif
"game susah menang,kalah mudah",Negatif
"I'm want to play this game again but after I'm enter the game, I always stuck in 75% in the loading screen before I play the tutorial. please fix this supercell",Negatif
good nice game,Positif
GAME PAY TO WIN MASALAH SINYAL DIPERBAIKI GAME Pay TO WIN,Negatif
"GAME TIDAK LAYAK DIMAINKAN, MATCH MAKING TIDAK PERNAH SEIMBANG, SERING LOSE CONNECTION, PAY TO WIN PARAH",Negatif
trying to thwart players in your game? as if the connection is bad even though my connection is smooth lol i know you did it on purpose because i have almost finished the 100 gems payment event,Negatif
kenapa yahh punya aku pass masuk nggak bisa padahal jaringan lagi bagus lohh,Others
he he he ha,Others
bagus,Positif
Kalo kasih lawan yang setara dong tolol,Negatif
Kalau war tu kartu player disamakan dong biar adil ini lawan level atas semuaa game rusak,Negatif
game ampas... pay to win banget... game lain normal di internet indihome ini doank sering lag tiba2,Negatif
assik,Positif
L GAME CONTENT P2W PLAYERS DON'T PLAY THIS GARBAGE GAME,Negatif
lawan gaimbang naikin level susah. balikain event bulanan,Negatif
Bagus Tapi minimal kasih hero gratis yg kuat dongg,Negatif
"Game sampah pay to win, kek kontoll",Negatif
STILL PAY TO WINN,Negatif
bagusssss,Positif
"musuh sangat tidak adil, game pay 2 win, susah untuk menang, tidak layak di mainkan",Negatif
game pay to win broke trash,Negatif
"game terlalu pay to win, match making ga bener, sinyal bagus pun tiba tiba harus relog",Negatif
game p2w paling ga ngotak,Negatif
"perbaiki matchmaking mu, sumpah susah banget musuhnya!",Negatif
"Makin kesini makin eneh aja nih game. padahal jaringan bagus, buat main Mobile Legend atau PUBG lancar aman"" aja. kenpa kalo buat main nih game kok selalu lag yang ada auto lose. pantes aja sampe ada emot jaringan lag. Game error, busuk.",Negatif
hell yea ITS good,Negatif
game aneh,Negatif
gamenya tidak adil ketika musuh sudah dapat kartu di arena baru kita belom dan juga susah menikatan kartu epic,Negatif
"tolong diperbaiki lagi jaringan nya, terima kasih",Negatif
"baru juga mau nyoba gabisa mulu qimak, gada angin gada hujan 75% mulu terus sambungan terputus padahal gada yang ngelag, mending hapus lagi ini, mau nyoba jadi gabisa",Negatif
sinyalku bagus kenapa ngelag dah woi!!!!!,Negatif
sambungan terputus mulu setelah login memperbarui sambungan terputus berkali kali,Negatif
tidak bisa login koneksi terputus :(,Negatif
"tolong dong untuk jaringan di perbaiki lagi padahal sinyal bagus tapi di game malah ngeleg parah saat main fusi,",Negatif
"JARINGAN BUSUK ! GAME SAMPAH ! SAYA PAKAI HP S25ULTRA DAN JARINGAN WIFI 100MBPS+DATA SELULER DENGAN SINYAL FULL BERAPA SIH KAPASITAS AMAN UNTUK GAME INI ? DI GAME LAIN YG LEBIH BERAT SANGAT LANCAR, TPI UNTUK GAME INI TERJADI LAG ? ""PERBAIKI LAH SISTEM MU SEBELUM PENGGEMAR MU HILANG""",Negatif
game nya bagus saya suka game kont**(konsol),Negatif
pay to win,Negatif
game gajelas sinyal full 5g masih ngelag.,Negatif
"If you win, you get Unbalanced Level card your enemy id higher level card, than next game you get lower level enemy, repeat formula for addiction",Negatif
okey,Positif
nice game,Positif
"Game matchmaking tertolol,level 8 ketemu level 15 kan tolol ga sekali 2 kali berturut turut",Negatif
a very good game,Positif
"di suruh ngelawan yang level nya lebih tinggi, disuruh ngelawan evo ngasih nya yang adil dong 😡",Negatif
fire,Others
"game busuk, matchmaking ga seimbang, perputaran elixir nya ngaco parah taii lh ni game busuk",Negatif
toxiatoxy my king,Negatif
nice,Positif
Bang ini ngak adil njir game nya masa gw 1000 di turunin sampai 300 cok di kasih mulu njir Player pay to win game kontolllll,Negatif
ok uu,Positif
👍👍👍,Positif
komenahahnaja,Others
"rating gamenya buruk pantes makin sepi. sistem matching nya aja ga adil. yg emosian ga rekomen main ni game. pantesan ratenya rata2 bintang 1,2,3. kacau parah. gimna player mau main enjoy. sampah 🚮",Negatif
"benerin dulu match making lu clash Royale, pasangin orang yang gk ada evo lawan orang yang gk ada evo jangan orang yang ada evo trus tower level nya 9 suruh lawan orang yang gk ada evo trus tower level 8 nerf character yang op, developer harus nya ngerti cara nerf character yang bener² kalo gk ngerti gk usah jadi developer",Negatif
game nya seru,Positif
memperbarui sangat lama,Negatif
matching gajelas selalu mendapatkan lawan 1 level lebih unggul,Negatif
selalu gangguan sinyal padahal lagi ngepush udah mau menang jadi kalah padahal sinyal aman aman saja selalu begitu apaan coba😒,Negatif
skrg game nya pay to win,Negatif
"Game tidak adil, sering memberi musuh dengan level yang tidak sepadan, game ini tidak memberikan banyak kemenangan",Negatif
"game sampa pay to win gue masih level 7 masa iya musuhnya level 10 terus gue kaga dapet tuh pleton"" yg bagus udh buka box tetep aja ampas arena 9 masa iya epik cuman 1 sialan",Negatif
stop evolusi evolusi gajelas lah tolol rusak keseimbangan match gblk,Negatif
Terbaik!!!,Positif
hanya kurang di loading sesudah match itu doang sih selebihnya good dan tolong di perbaiki masalah itu karena itu membuat player bosan menunggu,Negatif
"sinyal padahal bagus tpi pas main malah sinyal hilang², di coba main di game lain beda ga hilang sinyal, game rusak ini",Negatif
game tolol,Negatif
gak bisa masuk........,Negatif
berikan saya legendary,Others
Game g jelas ketemunya sama karakter yang g ad di arenanya,Negatif
okeee,Positif
"sengaja saya kasih bintang 6 supaya banyak yang liat, ini game ga adil banget sinyalnya juga bermasalah saya menggunakan paket data Telkomsel saja masih ngelag",Negatif
HEHEHEHA,Others
"hadiah dan peti nya sangat minim sekali, di royal pass 3 smpai 5 hari selesai, selepas nya tidak ada lagi, sangat minim sekali hadiah di clash royale yang sekarang, dan juga tolong di adakan voic chat untuk setiap mode agar permainan lebih fleksibel dan mudah",Negatif
game p2w,Negatif
jos,Positif
gem bego banyak p2w anjj,Negatif
asik,Positif
game jorok pay to win laso,Negatif
terlalu p2w dan musuh tidak ngotak selalu level tinggi,Negatif
"sering ilang sinyal padahal lancar"" aja",Negatif
wow,Positif
"Dapet lawan nya yg ga sepadan mulu, kalo beda level nya dikit gapp dah kadang suka ketemu yg udh jauh level nya jadi males maen ni game",Negatif
gk bisa masuk gamenya,Negatif
"update yg bener lah reconect dikit keluar, lag dikit kartu ga keluar, dari zaman dulu ga pernah di benerin, ganti ke data relog, apalah, nyusahin aja pas main tiba tiba reconect, mau ganti ke data pasti relog, gw main dri 2016 sampe skeng gada update masalah ini",Negatif
"lawan gak seimbang, kalah terus, sinyal tiba tiba hilang, kalo eliksir lambat pasti kalah, kalo eliksir cepat, pasti menang, seperti sudah di setting, dari mulai permainan sudah bisa di tebak kalah atau menang, kalau di seting sinyal hilang dan eliksir lambat pasti kalah, kalau di seting lancar pasti menang. itu saja kunci nya, maunya ingin hiburan malah tambah pusing.",Negatif
